id,equ_str,equ_prefix,sol_str,sol_prefix
3713,2*x^2*y' + 1 = 0,add 1 mul mul 2 pow x 2 y',(c*x + x + 1/2)/x,mul pow x -1 add add div 1 2 x mul c x
31547,4*x^2*y' + 15 = 0,add 15 mul mul 4 pow x 2 y',c + 15/(4*x),add c div div 15 4 x
6704,x*y' - 2*y + 2*sin(5) = 0,add add mul -2 y mul 2 sin 5 mul x y',c*x^2 + x^2 + sin(5),add add pow x 2 mul c pow x 2 sin 5
18188,-2*y*ln(5) + y' = 0,add mul mul -2 y log 5 y',5^(2*x - 4)*c,mul c pow 5 add -4 mul 2 x
17091,-x*cos(x) + 8*x*y' - 8*y + sin(x) = 0,add add add mul -8 y mul mul -1 x cos x mul mul 8 x y' sin x,c*x - 9*x/8 + sin(x)/8,add add mul div -9 8 x mul div 1 8 sin x mul c x
27622,-cos(4)*y' - 3 + cos(4) = 0,add add -3 mul mul -1 y' cos 4 cos 4,x - (c + 3*x)/cos(4),add x mul div -1 cos 4 add c mul 3 x
2472,2*x*y' - 2*y - 7 = 0,add add -7 mul -2 y mul mul 2 x y',c*x - x/2 - 7/2,add add div -7 2 mul div -1 2 x mul c x
5189,x*y' - y = 0,add mul -1 y mul x y',c*x - 9*x/4,add mul div -9 4 x mul c x
32750,x*cos(x^ln(x))*y' + 2*x^ln(x)*y*ln(x)*sin(x^ln(x)) = 0,add mul mul x y' cos pow x log x mul mul mul mul 2 pow x log x y log x sin pow x log x,c*cos(x^ln(x)),mul c cos pow x log x
21856,2*x - 7*y' = 0,add mul -7 y' mul 2 x,c + x^2/7,add c mul div 1 7 pow x 2
31367,2*y*e^(x) + e^(x)*y' + y' = 0,add add mul y' exp x mul mul 2 exp x y y',(c*x + x)^2/(x^2*(e^(x) + 1)^2),mul mul pow x -2 pow add 1 exp x -2 pow add x mul c x 2
16456,x*y' + y + 6 = 0,add add 6 mul x y' y,c/x - 6,add -6 div c x
14210,2*x*y^2 - y^2 + y' = 0,add add mul -1 pow y 2 mul mul 2 x pow y 2 y',1/(c + x^2 - x),pow sub add c pow x 2 x -1
7843,10*3^x*ln(3) + y' + 10 = 0,add add 10 mul mul 10 pow 3 x log 3 y',-10*3^x + c - 10*x,add add c mul -10 x mul -10 pow 3 x
12640,35*x^4 - 7*y' - 1 = 0,add add -1 mul -7 y' mul 35 pow x 4,c + x^5 - x/7,add add c pow x 5 mul div -1 7 x
14052,-6*x^2 + y' - 2 = 0,add add -2 mul -6 pow x 2 y',c + 2*x^3 + 2*x,add add c mul 2 x mul 2 pow x 3
13031,x*y' + 10*x - 6*y = 0,add add mul -6 y mul 10 x mul x y',x*(c*x^5 + 2),mul x add 2 mul c pow x 5
12323,x^2*y' + 1 = 0,add 1 mul pow x 2 y',1 + (c*x + x + 1)/x,add 1 mul pow x -1 add add 1 x mul c x
21485,-3*5^(x^3)*x^2*ln(5) + y' = 0,add mul mul mul -3 pow 5 pow x 3 pow x 2 log 5 y',5^(x^3) + c,add c pow 5 pow x 3
6764,y + y' + 1 = 0,add add 1 y' y,e^(c - x) - 1,add -1 exp sub c x
25766,-4*x + y' - 3 = 0,add add -3 mul -4 x y',c - 2*x*(-x - 2) - x,add sub c x mul mul -2 x sub -2 x
31007,4*x*y' - 4*y + y' - 4 = 0,add add add -4 mul -4 y mul mul 4 x y' y',c*(4*x^2 + x)/x - 1,add -1 mul div c x add x mul 4 pow x 2
10793,-x*y + x*y' + x - y + 1 = 0,add add sub add 1 x y mul x y' mul mul -1 x y,c*x*e^(x) + 1,add 1 mul mul c x exp x
1125,2*x^3 - x*y' + y = 0,add add mul 2 pow x 3 mul mul -1 x y' y,x^2*(c/x + x) - x,add mul -1 x mul pow x 2 add x div c x
17625,-x*y' - y - 7*y' - cos(1)*y' = 0,add add add mul -1 y mul -7 y' mul mul -1 x y' mul mul -1 y' cos 1,c/(-x - 7 - cos(1)),div c sub sub -7 x cos 1
5699,2*x + 2*y' + 7 = 0,add add 7 mul 2 x mul 2 y',c + x*(-x - 7)/2,add c mul mul div 1 2 x sub -7 x
33401,x*y' + y - 1 = 0,add add -1 mul x y' y,(c + x)/x,mul pow x -1 add c x
18733,y*ln(2) + y' + 4*ln(2) = 0,add add mul 4 log 2 mul y log 2 y',-4 + c/2^x,add -4 mul c pow 2 mul -1 x
29371,15*x^2*ln(2)*y' + 1 = 0,add 1 mul mul mul 15 pow x 2 y' log 2,c + 1/(15*x*ln(2)),add c div div div 1 15 x log 2
11543,12*x^2 + 5*x*y' - 5*y = 0,add add mul -5 y mul 12 pow x 2 mul mul 5 x y',12*x*(c - x)/5,mul mul div 12 5 x sub c x
29670,x*y' + y + 8*cos(2) = 0,add add mul 8 cos 2 mul x y' y,2*(c/x - 4)*cos(2),mul mul 2 add -4 div c x cos 2
22986,x*e^(x) + e^(x) + y' - 2 = 0,add add add -2 mul x exp x y' exp x,c + x*(2 - e^(x)),add c mul x sub 2 exp x
28584,-2*ln(3)^(x - 5)*ln(ln(3)) + y' = 0,add mul mul -2 pow log 3 add -5 x log log 3 y',c + 2*ln(3)^(x - 5),add c mul 2 pow log 3 add -5 x
23164,3*(ln(1/x) - 1)*(1/x)^x + y' = 0,add mul mul 3 pow pow x -1 x add -1 log pow x -1 y',c - 3*(1/x)^x,add c mul -3 pow pow x -1 x
26153,x*y' - 4*y + 16 = 0,add add 16 mul -4 y mul x y',c*x^4 + 4,add 4 mul c pow x 4
28482,-x*cos(x) + x*y' + y - sin(x) = 0,add add add mul -1 sin x mul x y' mul mul -1 x cos x y,c/x + sin(x),add div c x sin x
28305,-y*cos(x - 1) + sin(x - 1)*y' = 0,add mul y' sin add -1 x mul mul -1 cos add -1 x y,c*sin((-x^2 + x)/x),mul c sin mul pow x -1 sub x pow x 2
4358,(-x)^x*(ln(-x) + 1) + y' - 4 = 0,add add -4 mul pow mul -1 x x add 1 log mul -1 x y',c + 4*x - (-x)^x,add sub c pow mul -1 x x mul 4 x
14114,-6*y + 6*y' - 5 = 0,add add -5 mul -6 y mul 6 y',-e^(c + x)/6 - 5/6,add div -5 6 mul div -1 6 exp add c x
17727,x^3 - x*y' + 2*y + 2 = 0,add add add 2 pow x 3 mul 2 y mul mul -1 x y',c*x^2 + x^3 - 1,add add -1 pow x 3 mul c pow x 2
33865,x*y' - 2*x - 2*y - 3 = 0,add add add -3 mul -2 x mul -2 y mul x y',c*x^2 - 2*x - 3/2,add add div -3 2 mul -2 x mul c pow x 2
21400,2^x*x^2*ln(2) - x*y' + y + 1 = 0,add add add 1 mul mul -1 x y' mul mul pow 2 x pow x 2 log 2 y,-x*(-2^x + c) + x/2 - 1,add add -1 mul div 1 2 x mul mul -1 x sub c pow 2 x
7421,x^2 - 12*x*y' + 12*y = 0,add add pow x 2 mul 12 y mul mul -12 x y',x*(c + x)/12,mul mul div 1 12 x add c x
25016,9^(x^x)*x^x*(ln(x) + 1)*ln(9) + y' + 1 = 0,add add 1 mul mul mul pow 9 pow x x pow x x add 1 log x log 9 y',-9^(x^x) + c - x,sub sub c x pow 9 pow x x
6652,x*y' + 2 = 0,add 2 mul x y',-ln(c*x^2) - 1,sub -1 log mul c pow x 2
17484,y' - sin(5) + 1 = 0,add sub 1 sin 5 y',-x + (c + x)*sin(5) - 4,add sub -4 x mul add c x sin 5
27213,x*e^(x) + e^(x) + y' - 1 = 0,add add add -1 mul x exp x y' exp x,c - x*(e^(x) - 1),add c mul mul -1 x add -1 exp x
9160,2*x*y + y' = 0,add mul mul 2 x y y',c*e^(-x^2 - 5),mul c exp sub -5 pow x 2
25225,3^x*y' + 5*ln(3)*sin(1) = 0,add mul pow 3 x y' mul mul 5 log 3 sin 1,c + 5*sin(1)/3^x,add c mul mul 5 pow 3 mul -1 x sin 1
26122,-2*x + y' + 15 = 0,add add 15 mul -2 x y',x*(c/x + x - 15),mul x add add -15 x div c x
23711,5*x^2 + x*y' - y - 2 = 0,add add sub -2 y mul 5 pow x 2 mul x y',c*x - x*(5*x - 25) - 2,add add -2 mul c x mul mul -1 x add -25 mul 5 x
7622,x*y' - 2*x - 2*y - 6 = 0,add add add -6 mul -2 x mul -2 y mul x y',-x*(c*x + x) - 2*x - 3,add add -3 mul -2 x mul mul -1 x add x mul c x
987,-y*ln(2) + y' = 0,add mul mul -1 y log 2 y',2^x*c,mul c pow 2 x
27042,x*y' + y = 0,add mul x y' y,-4/(c*x + x),div -4 add x mul c x
16014,x*sin(x) + x*y' - y + cos(x) + 1 = 0,add add add sub 1 y mul x y' mul x sin x cos x,c*x + x + cos(x) + 1,add add add 1 x mul c x cos x
2852,y*ln(3) + y' = 0,add mul y log 3 y',3^(-x - 1)*c,mul c pow 3 sub -1 x
11695,5*x^4 - 2*x - 3*y' = 0,add add mul -3 y' mul -2 x mul 5 pow x 4,c + x^5/3 - x^2/3,add add c mul div -1 3 pow x 2 mul div 1 3 pow x 5
8853,2*x*y' - y + 1 = 0,add sub 1 y mul mul 2 x y',1 - sqrt(c*x),sub 1 sqrt mul c x
16336,2*x*y - y' = 0,add mul -1 y' mul mul 2 x y,c*e^(x^2),mul c exp pow x 2
14996,6*x^x*(ln(x) + 1) + y' = 0,add mul mul 6 pow x x add 1 log x y',c - 6*x^x,add c mul -6 pow x x
17014,x*y' + 4*x - 3*y + 3 = 0,add add add 3 mul -3 y mul 4 x mul x y',c*x^3 + 2*x + 1,add add 1 mul 2 x mul c pow x 3
29344,-x^2*y' - 2*x*y - 12*y' = 0,add add mul -12 y' mul mul -1 pow x 2 y' mul mul -2 x y,c/(-x^2 - 12),div c sub -12 pow x 2
17633,3*x*y + x*y' - y = 0,add add mul -1 y mul x y' mul mul 3 x y,x*e^(c - 3*x),mul x exp add c mul -3 x
19563,6*y' + 1 = 0,add 1 mul 6 y',c - x/6,add c mul div -1 6 x
16866,5*x*y' - 15*y + 12 = 0,add add 12 mul -15 y mul mul 5 x y',c*x^3 + 4/5,add div 4 5 mul c pow x 3
26160,15*x^2 - e^(4)*y' = 0,add mul 15 pow x 2 mul mul -1 y' exp 4,c + x*(5*x^2*e^(-4) - 2/x),add c mul x add div -2 x mul mul 5 pow x 2 exp -4
31406,-3*e^(x) + y' = 0,add mul -3 exp x y',c + 3*e^(x),add c mul 3 exp x
29252,-2*cos(x - 2 + e^(2)) + y' = 0,add mul -2 cos add add -2 x exp 2 y',c + 2*sin(x - 2 + e^(2)),add c mul 2 sin add add -2 x exp 2
30961,-3^x*x*ln(3) + 3^x + 2*x^2 - x*y' + y + 1 = 0,add add add add add 1 pow 3 x mul 2 pow x 2 mul mul -1 x y' mul mul mul -1 x pow 3 x log 3 y,-3^x + x*(c + 2*x) + x - 1,add sub add -1 x pow 3 x mul x add c mul 2 x
9654,x*y' - y + 4*y' - 1 = 0,add add sub -1 y mul 4 y' mul x y',c*(-x/4 - 1) - 1,add -1 mul c add -1 mul div -1 4 x
3040,-3*x^x*(ln(x) + 1) + y' + 3 = 0,add add 3 mul mul -3 pow x x add 1 log x y',c - 3*x + 3*x^x,add add c mul -3 x mul 3 pow x x
16035,3*x^2 - 2*x*cos(x^2) + y' + 1 = 0,add add add 1 mul 3 pow x 2 mul mul -2 x cos pow x 2 y',c - x^3 - x + sin(x^2),add sub sub c x pow x 3 sin pow x 2
5010,4*y' - sin(3) = 0,add mul -1 sin 3 mul 4 y',-(c - x)*sin(3)/4 + 4,add 4 mul mul div -1 4 sub c x sin 3
145,x*y' + y - 4*y' = 0,add add mul -4 y' mul x y' y,c/(9*x/2 - 18),div c add -18 mul div 9 2 x
23384,5*x*y' + x - 10*y + 6 = 0,add add add 6 x mul -10 y mul mul 5 x y',c*x^2 + x/5 + 3/5,add add div 3 5 mul div 1 5 x mul c pow x 2
3273,x*y' - y + 5*y' = 0,add add mul -1 y mul 5 y' mul x y',(x + 5)*(c*x + 8*x)/(2*x),mul mul div div 1 2 x add 5 x add mul 8 x mul c x
7227,2*x - 5*y' + 2 = 0,add add 2 mul -5 y' mul 2 x,c + x^2/5 + 2*x/5,add add c mul div 1 5 pow x 2 mul div 2 5 x
3683,24*x^7 - 8*x^3 - x*y' + y - 2 = 0,add add add add -2 mul -8 pow x 3 mul 24 pow x 7 mul mul -1 x y' y,4*x*(c + x*(x^5 - x)) + 2,add 2 mul mul 4 x add c mul x sub pow x 5 x
23058,-8*x^7 + y' - 2 = 0,add add -2 mul -8 pow x 7 y',c + x^8 + 2*x,add add c pow x 8 mul 2 x
6807,2*x*y - 32*x - y' = 0,add add mul -1 y' mul -32 x mul mul 2 x y,16 - 4*e^(c + x^2),add 16 mul -4 exp add c pow x 2
12337,5*x*y' - 16*y = 0,add mul -16 y mul mul 5 x y',(c*x)^(16/5),pow mul c x div 16 5
22083,4*x + y*y' + 2 = 0,add add 2 mul 4 x mul y' y,-2*sqrt(c - x*(x + 2) + x),mul -2 sqrt add add c x mul mul -1 x add 2 x
1316,x^2*y' - 2 = 0,add -2 mul pow x 2 y',c - 2*(1 - x)/x,add c mul div -2 x sub 1 x
29530,x*y' + y = 0,add mul x y' y,c/x + 8/(5*x),add div div 8 5 x div c x
3225,-12*x + y' + 2 = 0,add add 2 mul -12 x y',c + 6*x^2 - 2*x,add add c mul -2 x mul 6 pow x 2
17456,2*e^(2*y)*e^(e^(2*y))*y' - 1 = 0,add -1 mul mul mul 2 y' exp mul 2 y exp exp mul 2 y,ln(sqrt(ln(c + x))),log sqrt log add c x
21199,-37*sin(x) + 5*y' = 0,add mul -37 sin x mul 5 y',c - 37*cos(x)/5,add c mul div -37 5 cos x
32266,x*y' - 5*y*ln(5) = 0,add mul x y' mul mul -5 y log 5,5^(5*ln(c*x)),pow 5 mul 5 log mul c x
27207,(2*y' + 2)*(x + y - 5) - 1 = 0,add -1 mul add 2 mul 2 y' add add -5 x y,-x + sqrt(c + x) + 5,sub add 5 sqrt add c x x
31401,5*cos(x) + 5*y' - 3 = 0,add add -3 mul 5 y' mul 5 cos x,c + 3*x/5 - sin(x),add sub c sin x mul div 3 5 x
9852,x^3*y' - 3*x^2*y + 15*x^2 + 3*y' = 0,add add add mul 3 y' mul 15 pow x 2 mul pow x 3 y' mul mul -3 pow x 2 y,c*(x^3 + 3) + 5,add 5 mul c add 3 pow x 3
5752,x*y' - 26*y = 0,add mul -26 y mul x y',c*x^26,mul c pow x 26
10617,y*ln(3) + y' - 7*ln(3) = 0,add add mul -7 log 3 mul y log 3 y',3^(-x - 2)*c + 7,add 7 mul c pow 3 sub -2 x
29655,6*x^(x/3)*y' - ln(x) - 1 = 0,add sub -1 log x mul mul 6 pow x mul div 1 3 x y',c - 1/(2*x^(x/3)),add c mul div -1 2 pow x mul div -1 3 x
16393,4*y*ln(3) + y' + 12*ln(3) = 0,add add mul 12 log 3 mul mul 4 y log 3 y',81^(c - x) - 3,add -3 pow 81 sub c x
30478,y' + cos(3) = 0,add y' cos 3,c - x*cos(3),add c mul mul -1 x cos 3
4616,2*x*y' + 2*y*ln(y) - y = 0,add add mul -1 y mul mul 2 x y' mul mul 2 y log y,e^((c + x/2)/x),exp mul pow x -1 add c mul div 1 2 x
19481,3*x^2*y^2 - y^2 + 15*y' = 0,add add mul -1 pow y 2 mul 15 y' mul mul 3 pow x 2 pow y 2,15/(c + x^3 - x),div 15 sub add c pow x 3 x
28552,-x^2 + 2*x + y' = 0,add add mul -1 pow x 2 mul 2 x y',c + x^2*(x - 3)/3,add c mul mul div 1 3 pow x 2 add -3 x
33395,3*x*y' - 3*y + 22 = 0,add add 22 mul -3 y mul mul 3 x y',x*(c + 1/(3*x)) + 7,add 7 mul x add c div div 1 3 x
23253,3*x*y' - 3*y - y' = 0,add add mul -1 y' mul -3 y mul mul 3 x y',c*(x - 1/3),mul c add div -1 3 x
1300,x*y' + y - 9*y' = 0,add add mul -9 y' mul x y' y,c/(3 - x/3),div c add 3 mul div -1 3 x
23669,12*x*y' + 12*y - 5*y' = 0,add add mul -5 y' mul 12 y mul mul 12 x y',c/(36*x - 15),div c add -15 mul 36 x
15222,2^x*x*ln(2) + 2^x + y' - 2 = 0,add add add -2 pow 2 x mul mul x pow 2 x log 2 y',-2^x*x + c + 2*x,add add c mul 2 x mul mul -1 x pow 2 x
22668,x^2 + x*y' - y = 0,add sub pow x 2 y mul x y',x*(c - x) + 7*x/2,add mul div 7 2 x mul x sub c x
33442,x*y' - 2*y + 2*cos(2) = 0,add add mul -2 y mul 2 cos 2 mul x y',c*x^2 + cos(2),add mul c pow x 2 cos 2
31278,x*y' - y - 15 = 0,add sub -15 y mul x y',x*(c + 5*(x - 3)/x),mul x add c mul div 5 x add -3 x
13673,y*sin(x - 4) + cos(x - 4)*y' = 0,add mul y' cos add -4 x mul y sin add -4 x,c*cos(x - 4),mul c cos add -4 x
9900,y' + 2*sin(3) = 0,add mul 2 sin 3 y',(c - 2*x)*sin(3),mul add c mul -2 x sin 3
5495,4*x^2*cos(x) - 4*x*y*cos(x) + x*sin(x)*y' - y*sin(x) = 0,add add add mul mul -1 y sin x mul mul 4 pow x 2 cos x mul mul x y' sin x mul mul mul -4 x cos x y,c*x*sin(x)^4 + x,add x mul mul c x pow sin x 4
21675,x*e^(4)*y' + y*e^(4) - 5 = 0,add add -5 mul exp 4 y mul mul x y' exp 4,c/x + 5*e^(-4),add mul 5 exp -4 div c x
9600,3*x^3 + 4*y' - 4 = 0,add add -4 mul 3 pow x 3 mul 4 y',c - 3*x^4/16 + x,add add c x mul div -3 16 pow x 4
26421,x^2 - 2*x*y' + 2*y = 0,add add pow x 2 mul 2 y mul mul -2 x y',-x*(c - x/2) + x,add x mul mul -1 x add c mul div -1 2 x
1798,4*x^2*y' + 11 = 0,add 11 mul mul 4 pow x 2 y',c + (11/4 - 2*x)/x,add c mul pow x -1 add div 11 4 mul -2 x
12149,y*ln(3) + 12*y' = 0,add mul 12 y' mul y log 3,3^(c - x/12),pow 3 add c mul div -1 12 x
9667,x*y' - y - 3 = 0,add sub -3 y mul x y',c*x + 16*x - 3,add add -3 mul 16 x mul c x
21587,-2*x - (x*(ln(x^3) + 3) + ln((x^3)^x))*((x^3)^x)^x + y' = 0,add add mul -2 x mul mul -1 pow pow pow x 3 x x add mul x add 3 log pow x 3 log pow pow x 3 x y',c + x^2 + ((x^3)^x)^x,add add c pow x 2 pow pow pow x 3 x x
24611,x^2 + 5*x*y' - 5*y - 15 = 0,add add add -15 pow x 2 mul -5 y mul mul 5 x y',-x*(c + x)/5 - 3,add -3 mul mul div -1 5 x add c x
21431,x*y' + y + 1 = 0,add add 1 mul x y' y,5 + 3*(c - 2*x)/x,add 5 mul div 3 x add c mul -2 x
6441,48*x^2 + x*y' - y - 75 = 0,add add sub -75 y mul 48 pow x 2 mul x y',c*x + 3*x - 3*(4*x - 5)^2,add add mul -3 pow add -5 mul 4 x 2 mul 3 x mul c x
8636,3*x^4 + 16*x^3 + 16*x^2 - x*y' + y + 4 = 0,add add add add add 4 mul 3 pow x 4 mul 16 pow x 2 mul 16 pow x 3 mul mul -1 x y' y,c*x + x^2*(x + 4)^2 - x - 4,add add sub -4 x mul c x mul pow x 2 pow add 4 x 2
24489,x*y' - y*ln(y/x) - y + y*ln(6) = 0,add add add mul -1 y mul x y' mul y log 6 mul mul -1 y log mul pow x -1 y,6*x*e^(c*x),mul mul 6 x exp mul c x
15600,5*x^2*cos(x) + 15*x*cos(x) - x*y' + y - 15*sin(x) = 0,add add add add mul -15 sin x mul mul -1 x y' mul mul 5 pow x 2 cos x mul mul 15 x cos x y,c*x + 5*(x + 3)*sin(x),add mul c x mul mul 5 add 3 x sin x
18743,4*x^2 - x*y' + y = 0,add add mul 4 pow x 2 mul mul -1 x y' y,2*x^2*(c/x + 2),mul mul 2 pow x 2 add 2 div c x
23486,x*y' - y + 3 = 0,add sub 3 y mul x y',-x*(c - (3 - x)/x),mul mul -1 x add c mul div -1 x sub 3 x
3654,x^2 + x*y' - y = 0,add sub pow x 2 y mul x y',-x*(c + x) + 8*x/9,add mul div 8 9 x mul mul -1 x add c x
30878,6*x + y' + 11 = 0,add add 11 mul 6 x y',c - 3*x*(x + 4) + x,add add c x mul mul -3 x add 4 x
7052,2*x*y' - 2*y + 25 = 0,add add 25 mul -2 y mul mul 2 x y',25*x*(c + 1/x)/2 + 2*x,add mul 2 x mul mul div 25 2 x add c pow x -1
29734,x*y' + y - 81 = 0,add add -81 mul x y' y,c/x + 81,add 81 div c x
15945,5*x^2 - x*y' + y = 0,add add mul 5 pow x 2 mul mul -1 x y' y,c*x - 5*x*(2 - x),add mul c x mul mul -5 x sub 2 x
11371,x^2 + x*y' - y = 0,add sub pow x 2 y mul x y',c*x + x*(-x - 4) - 2*x,add add mul -2 x mul c x mul x sub -4 x
15710,x*ln(-x + y)*cos(x) - y*ln(-x + y)*cos(x) + sin(x)*y' - sin(x) = 0,add add add mul -1 sin x mul y' sin x mul mul x cos x log add mul -1 x y mul mul mul -1 cos x y log add mul -1 x y,x + e^(c*sin(x)),add x exp mul c sin x
1286,y*ln(5) + y' = 0,add mul y log 5 y',9*5^(c - x)/2,mul div 9 2 pow 5 sub c x
19914,2*x^2 + 3*x*y' - 3*y - 9 = 0,add add add -9 mul -3 y mul 2 pow x 2 mul mul 3 x y',-x*(c + 2*x)/3 - 4*x/3 - 3,add add -3 mul div -4 3 x mul mul div -1 3 x add c mul 2 x
20829,x^2*y' - 40 = 0,add -40 mul pow x 2 y',c - 40/x,add c div -40 x
27992,x*y' - y = 0,add mul -1 y mul x y',c*x + 5*x/3,add mul div 5 3 x mul c x
2137,-10*x + y' + 4 = 0,add add 4 mul -10 x y',c + 5*x^2 - 4*x,add add c mul -4 x mul 5 pow x 2
23171,-y + sin(2)*y' = 0,add mul -1 y mul y' sin 2,e^(c + x/sin(2)),exp add c div x sin 2
10828,3*x^2 + 4*y' = 0,add mul 3 pow x 2 mul 4 y',c - x^3/4,add c mul div -1 4 pow x 3
12208,x*y' - y - 24 = 0,add sub -24 y mul x y',c*x - 24,add -24 mul c x
12289,2*x + 6*y' - 1 = 0,add add -1 mul 2 x mul 6 y',c - x^2/6 + x/6,add add c mul div -1 6 pow x 2 mul div 1 6 x
9873,4*x*y' - 4*y + 15 = 0,add add 15 mul -4 y mul mul 4 x y',c*x + x + 15/4,add add div 15 4 x mul c x
31389,2*x^2*sin(x) - x*y*sin(x) - x*cos(x)*y' + y*cos(x) = 0,add add add mul cos x y mul mul 2 pow x 2 sin x mul mul mul -1 x y' cos x mul mul mul -1 x y sin x,c*x*cos(x) + 2*x,add mul 2 x mul mul c x cos x
21923,-6*x + y' + 2 = 0,add add 2 mul -6 x y',c + 3*x^2 - 2*x,add add c mul -2 x mul 3 pow x 2
16489,-2*cos(2*x - 1) + y' - 2 = 0,add add -2 mul -2 cos add -1 mul 2 x y',c + 2*x + sin(2*x - 1),add add c mul 2 x sin add -1 mul 2 x
23695,3*x^2 + y' + 3 = 0,add add 3 mul 3 pow x 2 y',c - x*(x^2 + 3),add c mul mul -1 x add 3 pow x 2
30343,4*x*e^(x) + x*y' - y - 4*e^(x) = 0,add add add mul -1 y mul -4 exp x mul x y' mul mul 4 x exp x,c*x + 4*x - 4*e^(x),add add mul -4 exp x mul 4 x mul c x
31985,x*ln(x)*y' - 1 = 0,add -1 mul mul x y' log x,ln(c*ln(x)),log mul c log x
13467,x^2 - 10*x - y + y' + 8 = 0,add add sub add 8 pow x 2 y mul -10 x y',x*(x - 8 + e^(c + x)/x),mul x add add -8 x mul pow x -1 exp add c x
6894,-5^x*x*ln(5) - 5^x + y' + 1 = 0,add add sub 1 pow 5 x mul mul mul -1 x pow 5 x log 5 y',5^x*x + c - x,add sub c x mul x pow 5 x
9884,65*x^2 - x*y' + y = 0,add add mul 65 pow x 2 mul mul -1 x y' y,x*(c + 65*x),mul x add c mul 65 x
3610,x*ln(3) - y*ln(3) - y' + 1 + ln(3) = 0,add add add sub 1 y' mul x log 3 mul mul -1 y log 3 log 3,x + 1 + c/3^x,add add 1 x mul c pow 3 mul -1 x
27117,x*y' + 12*(-1/y)^(2/3)*y^2*ln((-1/y)^(1/3) - 4) + 3*y*ln((-1/y)^(1/3) - 4) = 0,add add mul x y' mul mul 3 y log add -4 pow div -1 y div 1 3 mul mul mul 12 pow div -1 y div 2 3 pow y 2 log add -4 pow div -1 y div 1 3,(-e^(c*x) - 4)^(-3),pow sub -4 exp mul c x -3
28211,5^x*y*ln(5) - y' = 0,add mul -1 y' mul mul pow 5 x y log 5,e^(5^x + c),exp add c pow 5 x
24948,2*y*y' - 25 = 0,add -25 mul mul 2 y' y,5*sqrt(c + x),mul 5 sqrt add c x
7151,4*x^4*(x + 4)^3 + 4*x^3*(x + 4)^4 + y' = 0,add add mul mul 4 pow x 3 pow add 4 x 4 mul mul 4 pow x 4 pow add 4 x 3 y',c - x^4*(x + 4)^4,add c mul mul -1 pow x 4 pow add 4 x 4
17347,sin(x)^2*y' - 5*cos(x) = 0,add mul -5 cos x mul pow sin x 2 y',c - 5/sin(x),add c div -5 sin x
6012,-y^2*sin(x + 1) + 3*cos(x + 1)*y' = 0,add mul mul -1 pow y 2 sin add 1 x mul mul 3 y' cos add 1 x,3/(c + ln(cos(x + 1))),div 3 add c log cos add 1 x
13645,x - sqrt(x^2 - 2)*y' = 0,add x mul mul -1 sqrt add -2 pow x 2 y',c + sqrt(x^2 - 2),add c sqrt add -2 pow x 2
14113,-x*y + x*y' - y = 0,add add mul -1 y mul x y' mul mul -1 x y,4*x*e^(c + x),mul mul 4 x exp add c x
4882,x^2 - 6*x*y' + 6*y = 0,add add pow x 2 mul 6 y mul mul -6 x y',x*(c + x)/6,mul mul div 1 6 x add c x
29141,x^2 + 15*x*y' - 15*y - 60 = 0,add add add -60 pow x 2 mul -15 y mul mul 15 x y',-x*(c + x)/15 - 4,add -4 mul mul div -1 15 x add c x
16524,2*x*y^2 - y' = 0,add mul -1 y' mul mul 2 x pow y 2,1/(c - x^2),pow sub c pow x 2 -1
13076,2*x*y*ln(3) + x*y' - 4*y = 0,add add mul -4 y mul x y' mul mul mul 2 x y log 3,-3^(c - 2*x)*x^4,mul mul -1 pow 3 add c mul -2 x pow x 4
12611,15*y*ln(3) + y' = 0,add mul mul 15 y log 3 y',3^(c - 15*x),pow 3 add c mul -15 x
12046,4*cos(x/3 + 1) + 3*y' = 0,add mul 3 y' mul 4 cos add 1 mul div 1 3 x,c - 4*sin(x/3 + 1),add c mul -4 sin add 1 mul div 1 3 x
4146,sin(x) + 2*y' - 1 = 0,add add -1 mul 2 y' sin x,c + x/2 + cos(x)/2,add add c mul div 1 2 x mul div 1 2 cos x
8906,-8*x + y' + 4 = 0,add add 4 mul -8 x y',c - x*(3 - 4*x) - x,add sub c x mul mul -1 x add 3 mul -4 x
30499,27*x^2*y' + 44 = 0,add 44 mul mul 27 pow x 2 y',c + 44/(27*x),add c div div 44 27 x
23320,x^2 - x*y' + y + 4 = 0,add add add 4 pow x 2 mul mul -1 x y' y,x*(c + x) - x - 4,add sub -4 x mul x add c x
6542,4*x^2*cos(2*x) + 2*x*y*cos(2*x) - x*sin(2*x)*y' + y*sin(2*x) = 0,add add add mul y sin mul 2 x mul mul 4 pow x 2 cos mul 2 x mul mul mul -1 x y' sin mul 2 x mul mul mul 2 x cos mul 2 x y,x*(c*sin(2*x) - 2),mul x add -2 mul c sin mul 2 x
21627,x^3 + x*y' - 2*y = 0,add add pow x 3 mul -2 y mul x y',x*(x*(c - x) + x),mul x add x mul x sub c x
27764,x^2 + 2*x*y*y' - y^2 = 0,add sub pow x 2 pow y 2 mul mul mul 2 x y' y,sqrt(x*(c - x)),sqrt mul x sub c x
26414,10*x + y' - 5 = 0,add add -5 mul 10 x y',c - x*(5*x - 5),add c mul mul -1 x add -5 mul 5 x
